SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
sentinel3_olci;18;885.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00155324891156, 0.0725818431561, -0.179459040002, 0.0538168787418, 0.995199392927, 0.148141632425, -0.123535827555;-1080.286618;0.000012
sentinel3_olci;18;885.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00473596207462, 0.00972582335081, -0.167561831584, 0.395527703339, 0.757142289457;-938.256031;0.000039
sentinel3_olci;18;885.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;-4.52015198555e-06, 0.000602966484592, -0.00126410562094, 0.0021457394653, -0.00169062781039, 0.000651119532572, -0.000832779442409, 0.000359858171652, 8.05586542914e-05, 1.74099970487e-05, -0.000577009114036, 0.000466533621244, -0.000819623445437, 0.0212221802342, 0.984460401602, -0.00475718887137;-2707.736821;0.000000
sentinel3_olci;18;885.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.00189064017291, 0.104669611299, -0.204001370354, 0.0429107357117, 0.995100966752, 0.164123495197, -0.136690175235;-1062.687554;0.000014
sentinel3_olci;18;885.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0196014751155, -0.297415983567, 0.117400657879, 0.306872106858, -0.261644812381, 1.05310235337;-858.620580;0.000072
sentinel3_olci;19;900.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.000308919419568, 0.0906589577728, -0.0423156574399, -0.0796990033799, 0.00358198489617, 0.982678401824, -0.00187949551016, 0.121070356764, -0.0874669799771;-1140.679774;0.000007
sentinel3_olci;19;900.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666;-9.05707523368e-05, 0.00464161941357, -0.0271771194672, 0.0400307235996, 0.0296060101988, -0.0717109439181, 0.0424845333106, -0.820162762104, 1.54141425073, 0.116810304698, 0.132441931707, 0.000871537792665, 0.0106715742176;-1444.753268;0.000001
sentinel3_olci;19;900.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-4.18866786608e-05, -0.0313895212572, -0.0113054268866, 0.982096620934, 0.00078354734588, 0.0943655821555, -0.0614862309447;-1152.681643;0.000007
sentinel3_olci;19;900.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00161563822627, 0.0743997073447, -0.110494049116, 0.00711534003933, 0.956270620285, 0.0796889047636, 0.0286263550785, -0.0336031225308;-1132.956405;0.000008
sentinel3_olci;19;900.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000896193986458, 0.0888003736334, -0.219783890337, 0.0602399193724, 0.984698524303, 0.202832390399, -0.161043021326;-1002.681863;0.000022
sentinel3_olci;19;900.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00483318187002, -0.00459283245375, -0.125780465209, 0.337480054509, 0.789061864456;-948.354534;0.000036
sentinel3_olci;19;900.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00163785713116, 0.0751718670228, -0.111503279293, 0.00719359595118, 0.955931327385, 0.0804604847347, 0.028719377878, -0.0339200779569;-1131.006047;0.000008
sentinel3_olci;19;900.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0015463879119, -0.0790631170329, -0.0532688688648, 0.989838720946, 0.0927667557594;-953.427163;0.000034
sentinel3_olci;19;900.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0015463879119, -0.0790631170329, -0.0532688688648, 0.989838720946, 0.0927667557594;-953.427163;0.000034
sentinel3_olci;19;900.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000786457143814, 0.0860654336233, -0.215750106975, 0.0606754269424, 0.984988536381, 0.198603908318, -0.157230734133;-1006.882548;0.000022
sentinel3_olci;19;900.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00502737069122, 0.00821974489796, -0.133410229738, 0.28916303657, 0.836490584987;-960.667437;0.000032
sentinel3_olci;19;900.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;-1.8992886854e-05, 0.000972408633933, -0.0019904108158, 0.00498058746692, -0.00470508436763, 0.00177572570311, -0.00332250433833, 0.00768210347045, -0.00513399826117, -5.72106750127e-05, 0.000987266328178, -0.00634808066383, 0.00529578485088, 0.0157702536245, -0.00356885617961, 0.987821075962;-2488.588909;0.000000
sentinel3_olci;19;900.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.00120169104478, 0.124876808594, -0.244170455687, 0.0475609562679, 0.985079675054, 0.214825149586, -0.170836106593;-994.695627;0.000024
sentinel3_olci;19;900.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0228910755142, -0.366792262067, 0.159871722914, 0.3713583179, -0.313729151991, 1.05273457528;-812.779619;0.000103
sentinel3_olci;20;940.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.00132096766164, 0.447932514206, -0.419989887113, -0.108518658879, 0.0455752419602, 0.862763498962, 0.0136408391023, 0.448605004617, -0.379237966172;-821.738477;0.000092
sentinel3_olci;20;940.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.000546124188191, -0.00182090344649, 0.00308548902394, 0.00780315237874, 0.0203445228623, -0.0486329276571, 0.0260195167529, -0.560169190191, 1.25624917039, -0.526824969574, 0.823056964461, -0.000150021443148, -0.00499966138607, 0.00994408954169;-1569.293704;0.000000
sentinel3_olci;20;940.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.000965754089789, -0.093544816252, -0.00308042850994, 0.874533973978, 0.0186412615802, 0.383917233465, -0.307465824046;-813.555357;0.000101
sentinel3_olci;20;940.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00695844393436, 0.108467583645, -0.204678101104, 0.0864804711072, 0.724149825885, 0.407485340634, -0.0785598539509, -0.0580013076855;-917.901113;0.000043
sentinel3_olci;20;940.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00207996500731, 0.0486241626786, -0.266035628512, 0.100741675885, 0.86588603928, 0.519322869252, -0.430984627306;-787.875794;0.000124
sentinel3_olci;20;940.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00488637582285, 0.00198091515232, 0.0276504189104, -0.205703460211, 1.17401027533;-1102.174821;0.000010
sentinel3_olci;20;940.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00701100190651, 0.108460663836, -0.204677432361, 0.0863576082396, 0.724052588294, 0.407454137694, -0.0776010148593, -0.0589619858678;-917.227346;0.000043
sentinel3_olci;20;940.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00316027339449, -0.194350359447, -0.066639092932, 0.901101136049, 0.210789444579;-736.889697;0.000193
sentinel3_olci;20;940.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.00316027339449, -0.194350359447, -0.066639092932, 0.901101136049, 0.210789444579;-736.889697;0.000193
sentinel3_olci;20;940.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00183475957839, 0.0465859517353, -0.263446340009, 0.102066615805, 0.866339503457, 0.516229202439, -0.427915779155;-789.031406;0.000123
sentinel3_olci;20;940.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00380587187654, -0.00498018736737, 0.0606365362798, -0.265751139, 1.20842551339;-1083.539074;0.000012
sentinel3_olci;20;940.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;0.000360603500133, -0.0568544137129, 0.330963132874, -1.52988693217, 1.39048841244, -0.38544336617, 0.555681973826, -1.09434992595, 0.726385488569, -0.0163149206795, 0.658449473185, -0.725141288637, 0.801091656013, -4.77457270641, 0.831867893232, 4.21395680998;-949.958585;0.000029
sentinel3_olci;20;940.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.00270694081725, 0.103385523975, -0.309175165124, 0.0873224714775, 0.86740749177, 0.525795012267, -0.433705868016;-786.865740;0.000125
sentinel3_olci;20;940.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0425143048403, -0.845580891445, 0.51523738141, 0.61655159779, -0.488278579819, 0.968902387542;-648.527700;0.000385
sentinel3_olci;21;1020.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;0.0120301610472, 0.574355668468, -0.597102035894, -0.0660938857151, 0.0171314200075, 0.720371629857, -0.00377742360493, 0.795005367882, -0.614653290639;-743.406690;0.000172
sentinel3_olci;21;1020.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.00689686806739, -0.0625970958929, 0.164060470876, -0.120013747396, -0.10827183643, 0.107900236005, 0.00887910983436, 1.73625980468, -5.06778771552, 3.29505405616, 0.933691767022, -0.0282507035531, 0.199471910597, -0.0853060281101;-1015.483623;0.000018
sentinel3_olci;21;1020.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00798011318544, -0.0994885248683, -0.0413151061481, 0.741267049809, 0.000702694726152, 0.712871090246, -0.523237447368;-729.860525;0.000198
sentinel3_olci;21;1020.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00470024966571, 0.0840283911361, -0.1838953053, 0.104997365952, 0.478519659893, 0.703573999019, -0.160109495122, -0.0406697818353;-979.848559;0.000026
sentinel3_olci;21;1020.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.0107103218962, -0.0517337369545, -0.162957326909, 0.0551952858385, 0.722595516086, 0.818301785287, -0.633250919588;-716.525527;0.000220
sentinel3_olci;21;1020.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.00954010574494, 0.00397492070164, 0.229506039616, -0.678755295338, 1.46418747112;-842.341520;0.000083
sentinel3_olci;21;1020.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00479703194304, 0.0832943298874, -0.183120059628, 0.104990722644, 0.478406933804, 0.703497461863, -0.159378095497, -0.0415799958298;-978.871015;0.000027
sentinel3_olci;21;1020.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0117422440451, -0.26682277235, -0.0955343759391, 0.790608769435, 0.35740763966;-656.522588;0.000367
sentinel3_olci;21;1020.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.0117422440451, -0.26682277235, -0.0955343759391, 0.790608769435, 0.35740763966;-656.522588;0.000367
sentinel3_olci;21;1020.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.0103796756646, -0.0544965521538, -0.158608915081, 0.0553071296267, 0.723146596213, 0.815385008704, -0.629847758437;-716.557620;0.000220
sentinel3_olci;21;1020.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0119123795504, -0.0230801075705, 0.298402353569, -0.740707237741, 1.48006731585;-814.388235;0.000104
sentinel3_olci;21;1020.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;0.0039297069128, 0.0238944677071, 0.514032914032, -2.84765589048, 2.67445481924, -0.887005632437, 0.947172250526, -1.57285182687, 0.965282353389, 0.0911713400459, 1.57347531512, -2.48778012733, 3.64149263726, -18.920929151, 14.0416381655, 3.14869817114;-875.942260;0.000053
sentinel3_olci;21;1020.000000;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.0113717295244, 0.0181978820391, -0.23697615419, 0.0551760622459, 0.725083047738, 0.822337630508, -0.631331916917;-719.031599;0.000215
sentinel3_olci;21;1020.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0723102598553, -1.19413387034, 0.767198590606, 0.79224091364, -0.510577972347, 0.820964425917;-555.167043;0.000812
sentinel2;1;443.929445;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;4.09453355178e-05, 0.97200949634, 0.0290453595554, -0.000499005838869, -0.000240717010533, 0.00024857988718, -7.95539249324e-05, -0.000673229514847, 0.000546598630986;-2200.620511;0.000000
sentinel2;1;443.929445;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0;-3.96801169744e-06, -0.00927829994447, 0.0121691459627, 0.975080003766, 0.0233750959095, -0.000293732611619, -0.00136998479861, 0.00315730980388, -0.00575365886558, -0.00127881495686, 0.0036580546511, 0.000617068316812, 0.00551304672171, -0.00734703350133, 0.0240314017464, -0.0474331310179, 0.0293138992546, -0.0108066520143, 0.00684102445015;-2346.930855;0.000000
sentinel2;1;443.929445;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00745034518811, 0.77361138877, -0.0650058807248, -0.0674376108469, 0.00835129919041, -0.17555654392, 0.238907225103;-802.437141;0.000111
sentinel2;1;443.929445;aqua;2, 3, 0, 1, 4;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039;-0.00153418282018, 1.03461174109, -0.0879218303718, -0.0153737005156, 0.00245544854911, 0.012708965887;-1134.781390;0.000008
sentinel2;1;443.929445;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00101359644646, 0.981517887693, -0.0941143323607, -0.0328907227559, 0.0105378497115, -0.0331970207717, 0.0639271346092;-1021.084262;0.000019
sentinel2;1;443.929445;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00621750768204, 1.04906518253, -0.227418843761, -0.0933833480873;-838.228011;0.000087
sentinel2;1;443.929445;terra;2, 3, 0, 1, 4;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011;-0.00154020254935, 1.03502204876, -0.0874624295695, -0.0152308071717, 0.00239591738928, 0.0126859285703;-1138.368987;0.000008
sentinel2;1;443.929445;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000949916724201, 0.9779153699, -0.0311930629576, 0.000330951120595, 0.00904134078316;-1216.136578;0.000004
sentinel2;1;443.929445;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000949916724201, 0.9779153699, -0.0311930629576, 0.000330951120595, 0.00904134078316;-1216.136578;0.000004
sentinel2;1;443.929445;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.000998106956996, 0.983072850177, -0.0961922067787, -0.0309583605216, 0.0104398155381, -0.033141976085, 0.0634621124444;-1022.925062;0.000019
sentinel2;1;443.929445;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.00594613256198, 1.03261994656, -0.203713308538, -0.0922374410622;-845.516723;0.000082
sentinel2;1;443.929445;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;5.5064893993e-06, -0.0103523108916, 0.978333213047, 0.0410441520088, -0.00770556153971, -0.000883708081043, 0.00156326450853, -0.00176352031062, -0.00109718566267, 0.00154292473272, -3.24787897196e-05, -0.00244930204946, 0.00462611535101, -0.00218503626323;-2190.677305;0.000000
sentinel2;1;443.929445;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;-0.00132486147977, 1.01862382923, -0.107253134072, -0.0298245236839, 0.0119526227356, -0.0162879213238, 0.0403129680853;-1061.392967;0.000014
sentinel2;1;443.929445;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;-8.80030939757e-05, 1.10517783053, -0.200576223166, -0.0246207695067, 0.0483967430318;-1070.399340;0.000013
sentinel2;2;496.541070;landsat8_oli;0, 1, 2, 3, 4, 7;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335;-0.000434724705515, -0.207267865111, 1.12951290578, 0.09815901535, -0.0232929960694, -0.00070184749973, 0.00384272718301;-1630.551901;0.000000
sentinel2;2;496.541070;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75;2.1565732848e-06, 0.00258903679652, -0.032291393265, 0.158498417107, 0.31720418129, 0.539593080047, 0.0239214418504, -0.0204003260963, 0.0176958769331, -0.00636240283477, -0.00716974194669, 0.00640484517754, -0.00604178280738, -0.0433011670925, 0.10079997072, -0.0281138421932, -0.0235756985876;-2039.302649;0.000000
sentinel2;2;496.541070;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00838262319142, 0.9007103217, -0.0158846268876, -0.0799787995548, 0.00633166010617, -0.125960935938, 0.154005507715;-835.484801;0.000085
sentinel2;2;496.541070;aqua;2, 3, 0, 1;466.07150204, 553.917076647, 645.8403499, 856.877853417;0.000398284287641, 0.8581243934, 0.19029015305, 0.00548958718024, -0.0119413308806;-1176.825418;0.000006
sentinel2;2;496.541070;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000106476962278, 0.961309408215, 0.0770336119685, -0.0163102000445, -0.00176147253067, 0.00893690166616, -0.0126852687545;-1445.883820;0.000001
sentinel2;2;496.541070;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00492930948337, 1.20143791141, -0.236540995839, -0.0887121263219;-925.501710;0.000043
sentinel2;2;496.541070;terra;2, 3, 0, 1;465.742398799, 553.736229817, 646.295673296, 856.47984028;0.000402260670854, 0.856536271298, 0.1919784264, 0.00595216627588, -0.0121626471516;-1173.600517;0.000006
sentinel2;2;496.541070;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000841216910221, 1.02073494673, 0.0654921133714, 0.00788677036923, -0.0106328748365;-1052.131630;0.000015
sentinel2;2;496.541070;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000841216910221, 1.02073494673, 0.0654921133714, 0.00788677036923, -0.0106328748365;-1052.131630;0.000015
sentinel2;2;496.541070;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000102813257058, 0.962797473006, 0.0763810756239, -0.0160963966593, -0.00187382968071, 0.00933965710952, -0.0132978419556;-1436.500204;0.000001
sentinel2;2;496.541070;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.0046166851393, 1.18094407522, -0.20912533574, -0.0866667830256;-941.392927;0.000038
sentinel2;2;496.541070;meris;0, 1, 2, 3, 4, 5, 6, 7, 8;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841;-5.57824619415e-05, -0.0301538807178, 0.156973135084, 0.290619720434, 0.563595864988, 0.0297395782477, -0.0185508140722, 0.00332241017785, -0.00169277001249, 0.00567066694003;-2020.975852;0.000000
sentinel2;2;496.541070;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.000373524797328, 0.918410765381, 0.134296874805, -0.0146587263573, -0.00470522364096, 0.00998340103642, -0.0162280897466;-1312.674768;0.000002
sentinel2;2;496.541070;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;0.000349410951439, 0.861515277269, 0.193309604886, -0.00469391892435, -0.0243164130995;-1300.626483;0.000002
sentinel2;3;560.006375;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;2.90980667251e-05, 0.00241917437339, -0.042054757557, 1.08669289077, -0.0528164425224, 0.00225652279111, 0.00159939981323, -0.00445997470601, 0.00391050371746;-1628.277524;0.000000
sentinel2;3;560.006375;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0;3.16970578661e-05, 0.00478561806579, -0.0185467896023, 0.0402777591302, -0.123212224913, 0.150351329672, 0.908152349026, 0.0549052711075, 0.012457394708, -0.0708415103962, 0.0470505077131, -0.00586670278581, -0.00958717408255, -0.0606259814828, 0.130326556354, 0.0100199524313, -0.0890946860699, 0.0619420989067, -0.0433888905538;-1970.035589;0.000000
sentinel2;3;560.006375;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.000146741906448, 0.938755247451, 0.0729100590663, -0.00160280921909, -0.00621307304424, 0.00694382981975, -0.00466339219752;-1506.474945;0.000000
sentinel2;3;560.006375;aqua;2, 3, 0, 1, 4, 5;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832;-0.000241520260339, -0.011744064756, 0.940110608185, 0.0838107395135, -0.00523877398404, 0.0056540890016, -0.00574081188305;-1524.287126;0.000000
sentinel2;3;560.006375;landsat5_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.000739423499187, -0.0158213535142, 1.22121042212, -0.216771531781, 0.00812969993025;-1316.059577;0.000002
sentinel2;3;560.006375;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000831974480141, 1.06884745723, -0.0778275800036, 0.0629597151992, -0.0176395368837;-1142.132076;0.000008
sentinel2;3;560.006375;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;-0.000247057280845, -0.0128904013597, 0.940128002818, 0.0851286778016, -0.00531620626727, 0.00578684544704, -0.00589750583765;-1517.388901;0.000000
sentinel2;3;560.006375;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00154667637122, 0.766816590763, 0.299136876017, 0.0950109609292, -0.0247460679372;-810.105443;0.000107
sentinel2;3;560.006375;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00154667637122, 0.766816590763, 0.299136876017, 0.0950109609292, -0.0247460679372;-810.105443;0.000107
sentinel2;3;560.006375;landsat4_tm;0, 1, 2, 3;485.0, 560.0, 660.0, 830.0;0.00076269445083, -0.0106008355576, 1.2255262324, -0.2265309361, 0.0084212430843;-1307.546470;0.000002
sentinel2;3;560.006375;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.000898072821075, 1.03973905125, -0.05379942204, 0.0774923570471, -0.0236032477156;-1118.240687;0.000009
sentinel2;3;560.006375;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;1.64888955523e-05, -0.00920179694532, 0.0283716860766, -0.106726757347, 0.133812465378, 0.899985929052, 0.0827555830562, -0.0317865335623, 0.00908158652253, -0.00591012124342, 0.000824899246534, -0.00601474227608, -0.00223911363081, 0.0388157594007, -0.0640154752187, 0.0316995626107;-1976.507455;0.000000
sentinel2;3;560.006375;landsat7;0, 1, 2, 3;485.0, 560.0, 660.0, 835.0;0.000286248763085, -0.104885784172, 1.19642957481, -0.104812826348, 0.00466101066611;-1446.572693;0.000001
sentinel2;3;560.006375;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;-0.00016103652198, -0.117341359755, 1.13256759826, -0.0369787004037, 0.0141623045709;-1514.305099;0.000000
