SensorA = target
SensorB = available
{bandsB; cwlsB; beta_hat} = bands, centre wavelengths, and coefficients in comma-delimited form
*) band numbers start counting at zero
**) centre wavelengths are expressed in nm
***) first coefficient listed is the constant

sensorA;bandA;cwlA;sensorB;{bandsB};{cwlsB};{beta_hat};AIC;var_y_given_X
meris;15;899.753105;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.00079295377832, 0.0857595140387, -0.215703227221, 0.0603460554986, 0.984606360677, 0.20019936706, -0.158324921768;-1005.262664;0.000022
meris;15;899.753105;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00500387895356, 0.00826630483263, -0.132581504233, 0.28623464673, 0.838667043251;-961.815432;0.000032
meris;15;899.753105;landsat7;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 835.0, 1650.0, 2220.0;0.00121041965156, 0.124659431792, -0.244251480026, 0.0472708800436, 0.984696693669, 0.216406465987, -0.171914680633;-993.181596;0.000024
meris;15;899.753105;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.0230190856873, -0.369447194693, 0.161912115316, 0.372731709819, -0.314923808604, 1.05255723966;-811.555241;0.000104
landsat7;1;485.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859;1.2939469289e-06, 0.10552419301, 0.890734575233, 0.00524035276466, -0.00127877418931, 5.58505878133e-05, 0.000180093231764, -0.000148298054043;-2342.551427;0.000000
landsat7;1;485.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;1.95095891276e-05, 0.0235496583373, -0.0707736694101, 0.376104715422, 0.526464509701, 0.150503373404, -0.00606188353161, -0.00116701881485, 0.0118975299168, 0.0260930841193, -0.0398353825576, 0.00385956633605, 0.0261370878662, -0.0179223665906, 0.0540069397672, -0.171376213227, 0.137586060448, -0.135251678118, 0.103078842617, 0.00562244111255, 0.00418109740651, -0.00580486923006;-2028.757220;0.000000
landsat7;1;485.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;0.000550534903589, 0.284055576024, 0.769145767136, -0.0664673698052, 0.0201774993618, -0.00884720277714, 0.010581675009, -0.073328525112, 0.208174613618, -0.143218448913, 0.00138387599989, -0.00328261175838, 0.00491982038097, -0.00461460262375;-1714.532939;0.000000
landsat7;1;485.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00888423957175, 0.85338904607, -0.0218665436079, -0.0799360141166, 0.00501996990088, -0.14779358391, 0.186864207995;-819.946505;0.000096
landsat7;1;485.000000;aqua;2, 3, 0, 1;466.07150204, 553.917076647, 645.8403499, 856.877853417;0.000156427715125, 0.952367738385, 0.062406288123, 0.00949623062343, -0.00635313645534;-1371.963548;0.000001
landsat7;1;485.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.000119026422631, 1.01587120291, -0.0404694283562, 0.00449277630409, 0.00149316930481, -0.00622156889708, 0.0101514148861;-1495.479311;0.000000
landsat7;1;485.000000;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;0.00545310431066, 1.15412609593, -0.230415531638, -0.0966025408834;-890.838976;0.000057
landsat7;1;485.000000;terra;2, 3, 0, 1;465.742398799, 553.736229817, 646.295673296, 856.47984028;0.000158400862678, 0.951324127895, 0.0638821870653, 0.00976943502428, -0.00653894090006;-1364.134382;0.000001
landsat7;1;485.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000583078984117, 1.01401820875, 0.0372995535777, 0.000197075374267, -0.00630900414686;-1207.791806;0.000004
landsat7;1;485.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;0.000583078984117, 1.01401820875, 0.0372995535777, 0.000197075374267, -0.00630900414686;-1207.791806;0.000004
landsat7;1;485.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.000113031848459, 1.01702548296, -0.0417461658842, 0.00582101698601, 0.00135878939094, -0.00598092207804, 0.0096325058858;-1508.388397;0.000000
landsat7;1;485.000000;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;0.00515209975974, 1.13554988749, -0.204243810009, -0.0951878076257;-903.522945;0.000052
landsat7;1;485.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057;2.50494834187e-05, -0.0447146562129, 0.360616986165, 0.542618693645, 0.145129324723, 0.000241459041566, -0.0117845983274, 0.0453284190298, -0.0398440191789, 0.00439756633472, 0.000423477617312, -0.0104198617892, 0.0156828215735, -0.00590447296224;-1936.559949;0.000000
landsat7;1;485.000000;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;3.62673000614e-05, 0.986877424562, 0.0182833783391, -0.00038931179845, -0.00232741058246;-1899.044233;0.000000
landsat7;2;560.000000;landsat8_oli;0, 1, 2, 3, 4;442.9585, 482.042, 561.4065, 654.586, 864.667;-6.99543898176e-05, -0.0213322644398, 0.0846181521476, 0.892574448471, 0.0472179918916, -0.00112549425211;-1687.347792;0.000000
landsat7;2;560.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0;-1.95054681678e-05, -0.00270561386484, -0.011728436545, 0.0577238587833, -0.264597792189, 0.411649021091, 0.636496729943, 0.258556160498, -0.154770109095, -0.0770500478886, 0.157774656939, -0.0115137500461, -0.0191230604209, -0.034257124403, 0.0334882730064, 0.141221634682, -0.144613271724, 0.113215475845, -0.147373583762, 0.0572595557406;-1773.114475;0.000000
landsat7;2;560.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255;-0.000326336656941, 0.00156249463979, 0.0983737555675, 0.825575979877, 0.0709871768068, 0.0225765541683, -0.0274699378685, 0.158624827615, -0.368368677185, 0.22331756869, 0.00410680585777, -0.00261343345215;-1503.638963;0.000000
landsat7;2;560.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.000956447437104, 0.857846827806, 0.147305045967, -0.0120339284069, -0.00718954273786, -0.00290174424866, 0.00899063370313;-1320.381970;0.000002
landsat7;2;560.000000;aqua;2, 3, 0, 1, 4, 5;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832;-0.000480625870996, 0.0874952398439, 0.769983245261, 0.169145576526, -0.0107396531675, 0.0116392247191, -0.00992172070695;-1402.507791;0.000001
landsat7;2;560.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000157036189902, 0.0819957079069, 1.00940870991, -0.090659623258, 0.00231049373069, 0.00469658842888, -0.00452247710966;-1510.304929;0.000000
landsat7;2;560.000000;landsat5_mss;0, 1, 2;550.0, 650.0, 750.0;-0.00101015150937, 0.992248527987, 0.0102174237506, 0.0212406428159;-1298.528630;0.000002
landsat7;2;560.000000;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;-0.000485149631486, 0.0861767886065, 0.770684854959, 0.1699720935, -0.0108303433902, 0.0117598396556, -0.0100795219783;-1399.441184;0.000001
landsat7;2;560.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00152281284741, 0.72878633149, 0.344295375507, 0.0719076770734, -0.0205788598555;-855.787332;0.000074
landsat7;2;560.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00152281284741, 0.72878633149, 0.344295375507, 0.0719076770734, -0.0205788598555;-855.787332;0.000074
landsat7;2;560.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000159457500066, 0.086813328579, 1.01211846391, -0.0983189125683, 0.00254846096592, 0.00516250273802, -0.00497015007203;-1491.926060;0.000000
landsat7;2;560.000000;landsat4_mss;0, 1, 2;550.0, 650.0, 750.0;-0.00127613315879, 0.969286625675, 0.0328862103869, 0.0259053169187;-1254.120056;0.000003
landsat7;2;560.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;-2.22471783372e-05, -0.0162087938695, 0.066108660711, -0.303846207707, 0.440966745218, 0.625358194066, 0.280836633885, -0.195015128913, 0.110571362838, -0.00916017330186, 0.00138491326107, -0.00164520994246, -0.00621911977995, 0.0562385079873, -0.123785634668, 0.0735266964706;-1770.972777;0.000000
landsat7;2;560.000000;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;-0.000284282564832, -0.0232121303347, 0.960043118601, 0.066664699142, -0.00378965181629;-1596.169432;0.000000
landsat7;3;660.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.000291249475409, -0.0728782003057, 0.0873118578155, -0.0413028636268, 1.01572862791, 0.00323146904605, 0.00691483277519, -0.00646458136049, 0.0067784923557;-1531.686181;0.000000
landsat7;3;660.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-6.18284768219e-06, -0.0231416679501, 0.0269384028951, 0.00421949193264, -0.0151556315415, -0.00202829799929, 0.00877739642969, 0.13523575489, 1.23401779309, -0.995158188355, 0.610176544824, 0.0177908957496, -0.0240346937916, 0.106104539055, -0.305352285125, 0.24947842872, -0.0375646368695, 0.154056643147, -0.209081837963, 0.0593824056439, -0.00323981701983, 0.00789283526632;-1916.521689;0.000000
landsat7;3;660.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255;7.64417632522e-05, 0.0311526172234, -0.0458085927356, 0.0490667445298, 0.907331989762, 0.0761315961961, -0.0320572566186, 0.13271163775, -0.27282892231, 0.155099956962, 0.00419546970552, -0.00252760450092;-1603.198032;0.000000
landsat7;3;660.000000;sentinel3_slstr;0, 1, 2, 3;555.0, 659.0, 865.0, 1375.0;-4.58637660443e-05, 0.0119410198691, 0.985030102655, 0.00416960186923, 0.00264559059101;-1592.044111;0.000000
landsat7;3;660.000000;aqua;2, 3, 0, 1, 4, 5;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832;0.000827345006747, 0.0392308788346, -0.103223056936, 1.0584614569, 0.00621592995097, -0.0142894523599, 0.0171598888485;-1253.086979;0.000003
landsat7;3;660.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.000291749562888, 0.0343385531899, -0.0620697337116, 1.03590642429, -0.00468640453701, 0.0029672635919, -0.00288263280636;-1645.438861;0.000000
landsat7;3;660.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.00068784362561, -0.109772028814, 1.12060463405, -0.0323267525742, 0.0114085164618;-1269.986584;0.000003
landsat7;3;660.000000;terra;2, 3, 0, 1, 4, 5;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053;0.000817654250425, 0.0372068405177, -0.0984469058135, 1.05575945763, 0.00602438087923, -0.0137908557405, 0.016578712426;-1260.669351;0.000003
landsat7;3;660.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000712610737467, -0.00443043252827, 1.03463850016, -0.0410550756379, 0.00831992757828;-1197.718130;0.000005
landsat7;3;660.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.000712610737467, -0.00443043252827, 1.03463850016, -0.0410550756379, 0.00831992757828;-1197.718130;0.000005
landsat7;3;660.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.000261282718894, 0.0370019268723, -0.0703528801266, 1.04149365104, -0.00431608559261, 0.00321658650329, -0.00303901740145;-1640.325525;0.000000
landsat7;3;660.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.000208726479779, -0.0887521106895, 1.11355512163, -0.0546999203498, 0.0210581092638;-1258.065339;0.000003
landsat7;3;660.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967;0.000311177049615, -0.0127366331358, 0.0554250609217, -0.203206848514, 0.185822016022, -0.0403910063762, 0.147836966803, 0.784172405736, 0.0370684731218, 0.0498767498248, -0.0367958633661, 0.0298739683892;-1738.712009;0.000000
landsat7;3;660.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.000468402641137, 0.0130657381697, -0.0250606589487, 0.996812013212, 0.0187753500767, -0.00259667675813;-1700.453468;0.000000
landsat7;4;835.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00199406839402, -0.0963040105452, 0.025299121876, 0.131306358174, -0.0313480757772, 0.99656542071, 0.0069592789378, -0.110444342371, 0.093401789018;-1177.035386;0.000005
landsat7;4;835.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;-7.26993707818e-05, -0.0201099547041, 0.0334228565573, -0.0295032629863, 0.0670498974482, -0.0643135360696, 0.0263520697006, -0.0398465601846, 0.13479239597, -0.142991972013, 0.0362438381132, 0.00139934317702, 0.0419383553839, -0.0135455346127, 0.266211575115, -0.709417864073, 0.785984163451, 0.956898748777, -0.630380453991, 0.324632454806, -0.0312642663111, 0.00731236163589;-1978.217391;0.000000
landsat7;4;835.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255;-4.04352283623e-05, 0.00195203858625, -0.00411876330432, 0.00248099084786, 0.00135391493266, -0.00278412080802, 0.00436414004285, 0.0767602521549, 0.802931062911, 0.111725393015, 0.00513210588873, 0.00015495579433;-2281.804457;0.000000
landsat7;4;835.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.00214550140577, 0.0632837449222, -0.00575309840957, 0.99947835012, 0.00561525260405, -0.0998299056542, 0.0773255171583;-1145.738207;0.000007
landsat7;4;835.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.000143976739429, -0.0536273755383, 0.102557320331, -0.0254298449856, 1.00918468797, -0.0384478646127, -0.0206448670474, 0.0312919648078;-1255.849382;0.000003
landsat7;4;835.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-4.18304301608e-05, -0.00525376624026, 0.012932298656, -0.00386787073455, 1.00072286404, -0.0108810211272, 0.00842176835147;-1719.574620;0.000000
landsat7;4;835.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00551026156418, 0.0156596717822, -0.214948798919, 0.72301945548, 0.460419984778;-901.666191;0.000052
landsat7;4;835.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.000133978301555, -0.0528614658205, 0.101125239871, -0.0251891556426, 1.00892436441, -0.0377709162131, -0.0202864183756, 0.0308971338057;-1259.750996;0.000003
landsat7;4;835.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;5.61724903674e-05, 0.000688536421075, -0.000490302221261, 1.00111588644, -0.000869748111581;-1982.503823;0.000000
landsat7;4;835.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;5.61724903674e-05, 0.000688536421075, -0.000490302221261, 1.00111588644, -0.000869748111581;-1982.503823;0.000000
landsat7;4;835.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-7.1760287249e-05, -0.00698302536949, 0.017777538801, -0.00553355410629, 1.00092503104, -0.0150420527947, 0.011917350671;-1645.061654;0.000000
landsat7;4;835.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;-0.00637215360183, 0.0366002836754, -0.249312171238, 0.694390877591, 0.507872967284;-899.604723;0.000052
landsat7;4;835.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697, 899.753104609;5.08981636539e-05, 0.0145555881842, -0.0453538594375, 0.120289306745, -0.0995994957514, 0.0364993207468, -0.0838972260246, 0.160344944308, -0.108088982712, 0.0163896350405, -0.0683652052212, 0.0156972165561, 0.365019467793, 1.12428081477, -0.671376416216, 0.228265739491;-1672.097193;0.000000
landsat7;4;835.000000;rapideye;0, 1, 2, 3, 4;475.0, 555.0, 657.5, 710.0, 805.0;0.00707690659848, -0.0983497098624, 0.0248752666912, 0.119574671267, -0.0992589078371, 1.02495780158;-1105.963076;0.000010
landsat7;5;1650.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.000431973300293, 0.0224171045789, -0.0587598566534, 0.0574635340815, -0.0349793367613, 0.00350728438361, 0.00541248763295, 0.972819005157, 0.0344468922282;-1191.894730;0.000005
landsat7;5;1650.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.0318660382384, -2.84878957576, 6.17108625864, -4.3191598353, 0.105960648453, 1.83297659142, 0.0263589328061, -2.89950619995, -2.27097657441, 12.2786066584, -7.77711734218, 0.933340689614, -8.27169145685, 10.6671973523, -25.2204255271, 52.1522636243, -36.2572359655, 44.9276889549, -63.5084850758, 30.2100078916, -11.2930243638, 6.68260487729;-574.170652;0.000540
landsat7;5;1650.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.000547075888886, 0.0198176637045, -0.0627632429571, 0.0459791697075, 0.0241945333829, -0.055264773415, 0.0216830386666, 0.259449267306, -0.546348015843, 0.264873119466, 0.0233311173826, 0.0039773819089, 0.961887639185, 0.0457839059641;-1217.194905;0.000004
landsat7;5;1650.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;-0.00133569093679, 0.0102293092122, -0.0181990463122, 0.00579344562694, 0.0029312133427, 0.96403108442, 0.0456765900522;-1213.264428;0.000004
landsat7;5;1650.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00422741466814, 0.00380762470709, 0.00947802977698, -0.00930130489466, 0.00928419821157, -0.0155189349403, 0.968387360771, 0.0437610447569;-1185.209932;0.000005
landsat7;5;1650.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00122481014579, -0.0022688572354, 0.000696572562454, 0.00870208129341, 0.00143625878615, 1.00679153258, -0.013320628002;-1406.396958;0.000001
landsat7;5;1650.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0749611240349, -0.216761483352, 1.73806040548, -1.72402552357, 1.42751641802;-451.523295;0.001891
landsat7;5;1650.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00445517994643, 0.00472645512779, 0.0086694953506, -0.0084815420311, 0.00906492163616, -0.0147595695574, 0.965016657046, 0.0466165599091;-1183.381047;0.000005
landsat7;5;1650.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00375320604219, 0.0125989372855, 0.01694137732, -0.00896658272902, 0.989087965733;-1247.525353;0.000003
landsat7;5;1650.000000;landsat8_tirs;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00375320604219, 0.0125989372855, 0.01694137732, -0.00896658272902, 0.989087965733;-1247.525353;0.000003
landsat7;5;1650.000000;landsat4_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;-0.00165261675477, -0.00186504482583, 0.00166203641247, 0.00842684883257, 0.00176244442155, 1.00894348298, -0.0146715112362;-1370.474985;0.000001
landsat7;5;1650.000000;landsat4_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0785225693951, -0.243967061818, 1.8528122746, -1.79816507341, 1.40587608;-448.118899;0.001943
landsat7;5;1650.000000;meris;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13;412.433615778, 442.302283223, 489.626577523, 509.564329959, 559.440262161, 619.349162711, 664.322430724, 680.571670334, 708.080139841, 753.123045597, 760.007913967, 778.160657513, 864.627349057, 884.697163697;0.0391783552781, 3.7625516889, -4.63955516981, 0.788465029419, 1.20333672983, -1.230653301, -0.15857065723, -2.89374348503, 3.68208365526, 0.618358423707, 0.864892392382, -1.48678993348, 6.60594094584, -43.0109860594, 37.3520246971;-504.128656;0.001058
landsat7;5;1650.000000;rapideye;0, 1, 2, 3;475.0, 555.0, 657.5, 710.0;0.136936392926, -0.675050793517, 0.0475612158461, 2.03082494424, -0.448050849949;-403.039066;0.002787
landsat7;7;2220.000000;landsat8_oli;0, 1, 2, 3, 4, 7, 5, 6;442.9585, 482.042, 561.4065, 654.586, 864.667, 1373.4335, 1608.859, 2200.7285;-0.00114824044963, -0.0435603724381, 0.0417319130641, -0.0198925147308, 0.0198170884469, 0.00431937879372, -0.00675023199603, -0.0488228386345, 1.0442832607;-1299.591840;0.000002
landsat7;7;2220.000000;sentinel3_olci;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20;400.0, 412.5, 442.5, 490.0, 510.0, 560.0, 620.0, 665.0, 673.75, 681.25, 708.75, 753.75, 761.25, 764.375, 767.5, 778.75, 865.0, 885.0, 900.0, 940.0, 1020.0;0.0362181654224, -2.49310765942, 6.37304114647, -4.21317030509, 0.805083561203, 0.757955075739, -1.24972694204, 0.882877862915, -8.72912174595, 3.28544742589, 5.22143252141, 0.507855179154, -4.31875347506, -3.19449430981, 4.33397421398, 18.7405611021, -16.1289183542, 10.1494509836, -30.1621070165, 24.9868959619, -8.39905130028, 4.03913728903;-538.462493;0.000719
landsat7;7;2220.000000;sentinel2;0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12;443.929444843, 496.541069687, 560.006374949, 664.4491622, 703.886978943, 740.223452517, 782.473511978, 835.110186795, 864.80125832, 945.027529483, 1373.46188255, 1613.65940666, 2202.36668717;-0.00123043459324, -0.0406136809204, 0.0662979766416, -0.0593928506284, -0.0154360867736, 0.0548578085194, -0.0421903630089, 0.150567985118, -0.0279135884541, -0.11935310623, 0.0369789240779, -0.0109173512724, -0.0546228033166, 1.05347484544;-1246.953801;0.000003
landsat7;7;2220.000000;sentinel3_slstr;0, 1, 2, 3, 4, 5;555.0, 659.0, 865.0, 1375.0, 1610.0, 2250.0;0.00243626058778, -0.0836113439469, 0.066759535876, -0.00509714657819, -0.0123928861159, -0.000212562285707, 1.01896708772;-1056.764693;0.000014
landsat7;7;2220.000000;aqua;2, 3, 0, 1, 4, 5, 6;466.07150204, 553.917076647, 645.8403499, 856.877853417, 1241.49758039, 1628.08776832, 2113.99922695;-0.00367572229961, 0.0791264157105, 0.00917792436024, -0.0428948176188, 0.0228370480254, -0.0781393731515, 0.214519754016, 0.768682253481;-960.103033;0.000031
landsat7;7;2220.000000;landsat5_tm;0, 1, 2, 3, 4, 5;485.0, 560.0, 660.0, 830.0, 1650.0, 2215.0;0.000140565656173, 0.00193227335627, -0.0181061911108, 0.0151832409554, 0.00112753536991, -0.0192343019364, 1.0214553878;-1499.247826;0.000000
landsat7;7;2220.000000;landsat5_mss;0, 1, 2, 3;550.0, 650.0, 750.0, 950.0;0.0728157653847, -0.368068071722, 1.61867393534, -0.949078274299, 0.607281642437;-457.442941;0.001803
landsat7;7;2220.000000;terra;2, 3, 0, 1, 4, 5, 6;465.742398799, 553.736229817, 646.295673296, 856.47984028, 1242.16286011, 1629.40788053, 2114.21403827;-0.00372036583838, 0.0801913451506, 0.00811033665514, -0.0425317165772, 0.0228174693855, -0.0778512718504, 0.213372453475, 0.769746475013;-960.415322;0.000031
landsat7;7;2220.000000;vgt;0, 1, 2, 3;459.52, 662.04, 834.709418838, 1649.64071856;-0.00557792763189, 0.214051571914, 0.121671952614, -0.143576832456, 0.732828498697;-616.064723;0.000507
